"No.","Time","Source","Destination","Protocol","Length","Info"
"603","9.111830","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=37057 Ack=104357 Win=130752 Len=0 TSval=648045166 TSecr=1092418031"
"604","9.130746","151.100.4.2","10.90.119.247","DNS","329","Standard query response 0x6e61 A ctldl.windowsupdate.com CNAME wu-bg-shim.trafficmanager.net CNAME wu.azureedge.net CNAME wu.ec.azureedge.net CNAME bg.apr-52dd2-0503.edgecastdns.net CNAME hlb.apr-52dd2-0.edgecastdns.net CNAME cs11.wpc.v0cdn.net A 93.184.221.240"
"605","9.135029","10.90.119.247","93.184.221.240","TCP","78","60825  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648045188 TSecr=0 SACK_PERM"
"606","9.145918","10.90.119.247","17.253.57.208","TCP","78","60826  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648045199 TSecr=0 SACK_PERM"
"607","9.198643","93.184.221.240","10.90.119.247","TCP","74","80  >  60825 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3011147412 TSecr=648045188 WS=512"
"608","9.198708","10.90.119.247","93.184.221.240","TCP","66","60825  >  80 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=648045251 TSecr=3011147412"
"609","9.199438","10.90.119.247","93.184.221.240","HTTP","347","GET /msdownload/update/v3/static/trustedr/en/authrootstl.cab?a72d352a8929ddb0 HTTP/1.1 "
"610","9.200219","Cisco_7d:ab:a0","Broadcast","ARP","42","ARP Announcement for 10.90.115.73"
"611","9.210351","17.253.57.208","10.90.119.247","TCP","74","80  >  60826 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=2929243022 TSecr=648045199 WS=256"
"612","9.210414","10.90.119.247","17.253.57.208","TCP","66","60826  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=648045262 TSecr=2929243022"
"613","9.210869","10.90.119.247","17.253.57.208","HTTP","368","GET /ocsp03-devid08/ME4wTKADAgEAMEUwQzBBMAkGBSsOAwIaBQAEFDOB0e%2FbaLCFIU0u76%2BMSmlkPCpsBBRXF%2B2iz9x8mKEQ4Py%2Bhy0s8uMXVAIIOTEr%2FvGxbiE%3D HTTP/1.1 "
"614","9.256211","93.184.221.240","10.90.119.247","TCP","66","80  >  60825 [ACK] Seq=1 Ack=282 Win=67072 Len=0 TSval=3011147471 TSecr=648045251"
"615","9.271983","93.184.221.240","10.90.119.247","HTTP","356","HTTP/1.1 304 Not Modified "
"616","9.272046","10.90.119.247","93.184.221.240","TCP","66","60825  >  80 [ACK] Seq=282 Ack=291 Win=131456 Len=0 TSval=648045322 TSecr=3011147480"
"617","9.277463","17.253.57.208","10.90.119.247","TCP","66","80  >  60826 [ACK] Seq=1 Ack=303 Win=64768 Len=0 TSval=2929243078 TSecr=648045262"
"618","9.279477","17.253.57.208","10.90.119.247","HTTP","313","[TCP Previous segment not captured] Continuation"
"619","9.279480","17.253.57.208","10.90.119.247","TCP","1510","[TCP Out-Of-Order] 80  >  60826 [ACK] Seq=1 Ack=303 Win=64768 Len=1444 TSval=2929243078 TSecr=648045262"
"620","9.279538","10.90.119.247","17.253.57.208","TCP","78","[TCP Dup ACK 612#1] 60826  >  80 [ACK] Seq=303 Ack=1 Win=131392 Len=0 TSval=648045329 TSecr=2929243078 SLE=2889 SRE=3136"
"621","9.279538","10.90.119.247","17.253.57.208","TCP","78","60826  >  80 [ACK] Seq=303 Ack=1445 Win=129920 Len=0 TSval=648045329 TSecr=2929243078 SLE=2889 SRE=3136"
"622","9.279674","17.253.57.208","10.90.119.247","TCP","1510","[TCP Out-Of-Order] 80  >  60826 [PSH, ACK] Seq=1445 Ack=303 Win=64768 Len=1444 TSval=2929243078 TSecr=648045262"
"623","9.279731","10.90.119.247","17.253.57.208","TCP","66","60826  >  80 [ACK] Seq=303 Ack=3136 Win=129344 Len=0 TSval=648045329 TSecr=2929243078"
"624","9.281159","10.90.119.247","93.184.221.240","HTTP","353","GET /msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?c70b31be60febc84 HTTP/1.1 "
"625","9.281276","10.90.119.247","17.253.57.208","TCP","66","60826  >  80 [FIN, ACK] Seq=303 Ack=3136 Win=131072 Len=0 TSval=648045330 TSecr=2929243078"
"626","9.284182","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"627","9.284418","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"628","9.360377","10.90.119.247","17.248.248.50","TCP","730","[TCP Retransmission] 60815  >  443 [PSH, ACK] Seq=37057 Ack=104357 Win=131072 Len=664 TSval=648045409 TSecr=1092418031"
"629","9.392370","93.184.221.240","10.90.119.247","TCP","66","80  >  60825 [ACK] Seq=291 Ack=569 Win=68096 Len=0 TSval=3011147578 TSecr=648045330"
"630","9.397824","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=104357 Ack=37721 Win=64128 Len=0 TSval=1092418277 TSecr=648045333"
"631","9.398110","17.253.57.208","10.90.119.247","TCP","66","80  >  60826 [FIN, ACK] Seq=3136 Ack=304 Win=64768 Len=0 TSval=2929243174 TSecr=648045330"
"632","9.398179","10.90.119.247","17.253.57.208","TCP","66","60826  >  80 [ACK] Seq=304 Ack=3137 Win=131072 Len=0 TSval=648045446 TSecr=2929243174"
"633","9.399911","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=104357 Ack=37721 Win=64128 Len=1448 TSval=1092418278 TSecr=648045333 [TCP segment of a reassembled PDU]"
"634","9.400276","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [PSH, ACK] Seq=105805 Ack=37721 Win=64128 Len=1448 TSval=1092418278 TSecr=648045333 [TCP segment of a reassembled PDU]"
"635","9.400303","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=37721 Ack=107253 Win=129600 Len=0 TSval=648045448 TSecr=1092418278"
"636","9.401286","93.184.221.240","10.90.119.247","HTTP","356","HTTP/1.1 304 Not Modified "
"637","9.401317","10.90.119.247","93.184.221.240","TCP","66","60825  >  80 [ACK] Seq=569 Ack=581 Win=131136 Len=0 TSval=648045449 TSecr=3011147580"
"638","9.401627","17.248.248.50","10.90.119.247","TCP","167","[TCP Previous segment not captured] 443  >  60815 [PSH, ACK] Seq=108701 Ack=37721 Win=64128 Len=101 TSval=1092418279 TSecr=648045333 [TCP segment of a reassembled PDU]"
"639","9.401660","10.90.119.247","17.248.248.50","TCP","78","[TCP Window Update] 60815  >  443 [ACK] Seq=37721 Ack=107253 Win=131072 Len=0 TSval=648045449 TSecr=1092418278 SLE=108701 SRE=108802"
"640","9.401838","17.248.248.50","10.90.119.247","TCP","1514","[TCP Out-Of-Order] 443  >  60815 [ACK] Seq=107253 Ack=37721 Win=64128 Len=1448 TSval=1092418279 TSecr=648045333"
"641","9.401874","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=37721 Ack=108802 Win=129472 Len=0 TSval=648045449 TSecr=1092418279"
"642","9.410147","10.90.119.247","93.184.221.240","HTTP","348","GET /msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?d0597541b95f69c0 HTTP/1.1 "
"643","9.441781","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"644","9.442022","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"645","9.495091","17.248.248.50","10.90.119.247","TCP","167","[TCP Spurious Retransmission] 443  >  60815 [PSH, ACK] Seq=108701 Ack=37721 Win=64128 Len=101 TSval=1092418357 TSecr=648045333"
"646","9.495150","10.90.119.247","17.248.248.50","TCP","78","[TCP Dup ACK 641#1] 60815  >  443 [ACK] Seq=38385 Ack=108802 Win=131072 Len=0 TSval=648045541 TSecr=1092418357 SLE=108701 SRE=108802"
"647","9.511644","17.248.248.50","10.90.119.247","TCP","78","[TCP Dup ACK 630#1] 443  >  60815 [ACK] Seq=108802 Ack=37721 Win=64128 Len=0 TSval=1092418371 TSecr=648045409 SLE=37057 SRE=37721"
"648","9.560138","17.248.248.50","10.90.119.247","TCP","1514","[TCP Spurious Retransmission] 443  >  60815 [ACK] Seq=107253 Ack=37721 Win=64128 Len=1448 TSval=1092418423 TSecr=648045449"
"649","9.560191","10.90.119.247","17.248.248.50","TCP","66","[TCP Dup ACK 641#2] 60815  >  443 [ACK] Seq=38385 Ack=108802 Win=131072 Len=0 TSval=648045604 TSecr=1092418371"
"650","9.575039","93.184.221.240","10.90.119.247","TCP","66","80  >  60825 [ACK] Seq=581 Ack=851 Win=69120 Len=0 TSval=3011147735 TSecr=648045457"
"651","9.576344","93.184.221.240","10.90.119.247","HTTP","357","HTTP/1.1 304 Not Modified "
"652","9.576378","10.90.119.247","93.184.221.240","TCP","66","60825  >  80 [ACK] Seq=851 Ack=872 Win=130880 Len=0 TSval=648045619 TSecr=3011147735"
"653","9.620681","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=108802 Ack=38286 Win=64128 Len=0 TSval=1092418470 TSecr=648045488"
"654","9.620891","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=108802 Ack=38385 Win=64128 Len=0 TSval=1092418470 TSecr=648045488"
"655","9.624240","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"656","9.624281","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=38385 Ack=109912 Win=129920 Len=0 TSval=648045666 TSecr=1092418472"
"657","9.652074","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"658","9.652270","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"659","9.767296","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=109912 Ack=38950 Win=64128 Len=0 TSval=1092418666 TSecr=648045693"
"660","9.767948","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=109912 Ack=39049 Win=64128 Len=0 TSval=1092418668 TSecr=648045693"
"661","9.770106","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"662","9.770149","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=39049 Ack=111022 Win=129920 Len=0 TSval=648045809 TSecr=1092418670"
"663","9.781189","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"664","9.781391","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"665","9.845347","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=111022 Ack=39614 Win=64128 Len=0 TSval=1092418755 TSecr=648045820"
"666","9.845488","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=111022 Ack=39713 Win=64128 Len=0 TSval=1092418756 TSecr=648045820"
"667","9.965730","17.248.248.50","10.90.119.247","TLSv1.3","1104","Application Data"
"668","9.965888","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=39713 Ack=112060 Win=129984 Len=0 TSval=648046004 TSecr=1092418860"
"669","9.979925","10.90.119.247","17.253.57.208","TCP","78","60827  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648046017 TSecr=0 SACK_PERM"
"670","10.002656","10.90.119.247","17.253.52.125","NTP","90","NTP Version 4, client"
"671","10.081331","10.90.119.247","17.253.57.203","TCP","78","60828  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648046118 TSecr=0 SACK_PERM"
"672","10.085598","17.253.57.208","10.90.119.247","TCP","74","80  >  60827 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=2929243866 TSecr=648046017 WS=256"
"673","10.085686","10.90.119.247","17.253.57.208","TCP","66","60827  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=648046122 TSecr=2929243866"
"674","10.086258","10.90.119.247","17.253.57.208","HTTP","368","GET /ocsp03-devid06/ME4wTKADAgEAMEUwQzBBMAkGBSsOAwIaBQAEFDOB0e%2FbaLCFIU0u76%2BMSmlkPCpsBBRXF%2B2iz9x8mKEQ4Py%2Bhy0s8uMXVAIIatOq0NNm%2B3Y%3D HTTP/1.1 "
"675","10.184496","17.253.57.203","10.90.119.247","TCP","74","80  >  60828 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=1898157840 TSecr=648046118 WS=256"
"676","10.184548","10.90.119.247","17.253.57.203","TCP","54","60828  >  80 [RST] Seq=1 Win=0 Len=0"
"677","10.189972","17.253.57.208","10.90.119.247","TCP","66","80  >  60827 [ACK] Seq=1 Ack=303 Win=64768 Len=0 TSval=2929243976 TSecr=648046122"
"678","10.194351","17.253.57.208","10.90.119.247","TCP","1510","80  >  60827 [ACK] Seq=1 Ack=303 Win=64768 Len=1444 TSval=2929243976 TSecr=648046122 [TCP segment of a reassembled PDU]"
"679","10.194715","17.253.57.208","10.90.119.247","TCP","1510","80  >  60827 [PSH, ACK] Seq=1445 Ack=303 Win=64768 Len=1444 TSval=2929243976 TSecr=648046122 [TCP segment of a reassembled PDU]"
"680","10.194717","17.253.57.208","10.90.119.247","OCSP","324","Response"
"681","10.194755","10.90.119.247","17.253.57.208","TCP","66","60827  >  80 [ACK] Seq=303 Ack=2889 Win=129600 Len=0 TSval=648046229 TSecr=2929243976"
"682","10.194755","10.90.119.247","17.253.57.208","TCP","66","60827  >  80 [ACK] Seq=303 Ack=3147 Win=129344 Len=0 TSval=648046229 TSecr=2929243976"
"683","10.195886","10.90.119.247","17.253.57.208","TCP","66","60827  >  80 [FIN, ACK] Seq=303 Ack=3147 Win=131072 Len=0 TSval=648046230 TSecr=2929243976"
"684","10.217330","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"685","10.217606","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"686","10.291179","17.253.57.208","10.90.119.247","TCP","66","80  >  60827 [FIN, ACK] Seq=3147 Ack=304 Win=64768 Len=0 TSval=2929244088 TSecr=648046230"
"687","10.291271","10.90.119.247","17.253.57.208","TCP","66","60827  >  80 [ACK] Seq=304 Ack=3148 Win=131072 Len=0 TSval=648046324 TSecr=2929244088"
"688","10.306383","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=112060 Ack=40278 Win=64128 Len=0 TSval=1092419206 TSecr=648046251"
"689","10.306624","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=112060 Ack=40377 Win=64128 Len=0 TSval=1092419206 TSecr=648046251"
"690","10.309282","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=112060 Ack=40377 Win=64128 Len=1448 TSval=1092419208 TSecr=648046251 [TCP segment of a reassembled PDU]"
"691","10.309758","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [PSH, ACK] Seq=113508 Ack=40377 Win=64128 Len=1448 TSval=1092419208 TSecr=648046251 [TCP segment of a reassembled PDU]"
"692","10.309795","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=40377 Ack=114956 Win=129600 Len=0 TSval=648046341 TSecr=1092419208"
"693","10.310358","17.248.248.50","10.90.119.247","TLSv1.3","184","Application Data"
"694","10.310389","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=40377 Ack=115074 Win=130944 Len=0 TSval=648046342 TSecr=1092419209"
"695","10.346031","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"696","10.346210","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"697","10.470964","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=115074 Ack=41041 Win=64128 Len=0 TSval=1092419350 TSecr=648046377"
"698","10.473682","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"699","10.473727","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=41041 Ack=116183 Win=129920 Len=0 TSval=648046503 TSecr=1092419351"
"700","10.487036","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"701","10.487282","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"702","10.618531","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=116183 Ack=41705 Win=64128 Len=0 TSval=1092419498 TSecr=648046516"
"703","10.621994","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"704","10.622048","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=41705 Ack=117293 Win=129920 Len=0 TSval=648046649 TSecr=1092419500"
"705","10.637600","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"706","10.637831","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"707","10.739635","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=117293 Ack=42369 Win=64128 Len=0 TSval=1092419633 TSecr=648046664"
"708","10.741326","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"709","10.741364","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=42369 Ack=118402 Win=129920 Len=0 TSval=648046766 TSecr=1092419634"
"710","10.752726","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"711","10.752933","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"712","10.880138","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=118402 Ack=43033 Win=64128 Len=0 TSval=1092419755 TSecr=648046777"
"713","10.880585","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"714","10.880626","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=43033 Ack=119512 Win=129920 Len=0 TSval=648046904 TSecr=1092419757"
"715","10.888401","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"716","10.888565","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"717","10.986633","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=119512 Ack=43697 Win=64128 Len=0 TSval=1092419889 TSecr=648046912"
"718","10.988000","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"719","10.988035","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=43697 Ack=120621 Win=129920 Len=0 TSval=648047010 TSecr=1092419890"
"720","10.995882","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"721","10.996060","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"722","11.084397","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=120621 Ack=44361 Win=64128 Len=0 TSval=1092419974 TSecr=648047017"
"723","11.085917","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"724","11.085952","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=44361 Ack=121732 Win=129920 Len=0 TSval=648047105 TSecr=1092419975"
"725","11.093552","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"726","11.093711","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"727","11.164021","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=121732 Ack=45025 Win=64128 Len=0 TSval=1092420076 TSecr=648047112"
"728","11.166821","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"729","11.166852","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=45025 Ack=122842 Win=129920 Len=0 TSval=648047184 TSecr=1092420077"
"730","11.174515","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"731","11.174714","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"732","11.273168","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=122842 Ack=45689 Win=64128 Len=0 TSval=1092420178 TSecr=648047191"
"733","11.275243","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"734","11.275289","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=45689 Ack=123953 Win=129920 Len=0 TSval=648047291 TSecr=1092420179"
"735","11.283506","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"736","11.283701","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"737","11.346551","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=123953 Ack=46353 Win=64128 Len=0 TSval=1092420256 TSecr=648047299"
"738","11.347049","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"739","11.347095","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=46353 Ack=125063 Win=129920 Len=0 TSval=648047362 TSecr=1092420258"
"740","11.356690","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"741","11.356963","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"742","11.414413","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=125063 Ack=47017 Win=64128 Len=0 TSval=1092420329 TSecr=648047372"
"743","11.415965","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"744","11.416087","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=47017 Ack=126172 Win=129920 Len=0 TSval=648047430 TSecr=1092420330"
"745","11.425310","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"746","11.425476","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"747","11.478199","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=126172 Ack=47681 Win=64128 Len=0 TSval=1092420392 TSecr=648047439"
"748","11.479244","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"749","11.479284","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=47681 Ack=127282 Win=129920 Len=0 TSval=648047492 TSecr=1092420393"
"750","11.486385","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"751","11.486575","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"752","11.540374","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=127282 Ack=48345 Win=64128 Len=0 TSval=1092420455 TSecr=648047499"
"753","11.540377","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"754","11.540438","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=48345 Ack=128392 Win=129920 Len=0 TSval=648047553 TSecr=1092420456"
"755","11.706942","Cisco_7d:ab:a0","Broadcast","ARP","42","Gratuitous ARP for 10.90.127.137 (Reply)"
"756","12.002910","10.90.119.247","17.253.52.125","NTP","90","NTP Version 4, client"
"757","12.124811","Cisco_7d:ab:a0","Broadcast","ARP","42","Gratuitous ARP for 10.90.132.114 (Request)"
"758","12.538428","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"759","12.539171","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"760","12.600992","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=128392 Ack=49009 Win=64128 Len=0 TSval=1092421513 TSecr=648048548"
"761","12.602415","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"762","12.602462","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=49009 Ack=129503 Win=129920 Len=0 TSval=648048611 TSecr=1092421514"
"763","12.651069","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"764","12.651264","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"765","12.715719","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=129503 Ack=49673 Win=64128 Len=0 TSval=1092421626 TSecr=648048659"
"766","12.716464","17.248.248.50","10.90.119.247","TLSv1.3","1174","Application Data"
"767","12.716537","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=49673 Ack=130611 Win=129920 Len=0 TSval=648048723 TSecr=1092421628"
"768","12.747099","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"769","12.747263","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"770","12.751503","Cisco_7d:ab:a0","Broadcast","ARP","42","ARP Announcement for 10.90.132.114"
"771","12.817053","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=130611 Ack=50337 Win=64128 Len=0 TSval=1092421726 TSecr=648048754"
"772","12.820835","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"773","12.820908","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=50337 Ack=131720 Win=129920 Len=0 TSval=648048826 TSecr=1092421727"
"774","12.853835","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"775","12.854529","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"776","12.929785","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=131720 Ack=51001 Win=64128 Len=0 TSval=1092421831 TSecr=648048858"
"777","12.931711","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"778","12.931757","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=51001 Ack=132830 Win=129920 Len=0 TSval=648048935 TSecr=1092421832"
"779","12.956465","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"780","12.956653","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"781","13.048519","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=132830 Ack=51665 Win=64128 Len=0 TSval=1092421944 TSecr=648048959"
"782","13.049620","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"783","13.049666","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=51665 Ack=133940 Win=129920 Len=0 TSval=648049051 TSecr=1092421946"
"784","14.003236","10.90.119.247","17.253.52.125","NTP","90","NTP Version 4, client"
"785","14.213647","Cisco_7d:ab:a0","Broadcast","ARP","42","ARP Announcement for 10.90.132.114"
"786","14.320148","162.125.19.131","10.90.119.247","TLSv1.2","184","Application Data"
"787","14.320248","10.90.119.247","162.125.19.131","TCP","66","60651  >  443 [ACK] Seq=1 Ack=355 Win=2046 Len=0 TSval=648050318 TSecr=1536095237"
"788","14.321520","10.90.119.247","162.125.19.131","TLSv1.2","196","Application Data"
"789","14.321590","10.90.119.247","162.125.19.131","TCP","1494","60651  >  443 [ACK] Seq=131 Ack=355 Win=2048 Len=1428 TSval=648050319 TSecr=1536095237 [TCP segment of a reassembled PDU]"
"790","14.321591","10.90.119.247","162.125.19.131","TCP","1494","60651  >  443 [ACK] Seq=1559 Ack=355 Win=2048 Len=1428 TSval=648050319 TSecr=1536095237 [TCP segment of a reassembled PDU]"
"791","14.321592","10.90.119.247","162.125.19.131","TCP","1494","60651  >  443 [ACK] Seq=2987 Ack=355 Win=2048 Len=1428 TSval=648050319 TSecr=1536095237 [TCP segment of a reassembled PDU]"
"792","14.321592","10.90.119.247","162.125.19.131","TCP","1494","60651  >  443 [ACK] Seq=4415 Ack=355 Win=2048 Len=1428 TSval=648050319 TSecr=1536095237 [TCP segment of a reassembled PDU]"
"793","14.321593","10.90.119.247","162.125.19.131","TLSv1.2","247","Application Data"
"794","14.444474","162.125.19.131","10.90.119.247","TCP","66","443  >  60651 [ACK] Seq=355 Ack=131 Win=130 Len=0 TSval=1536095452 TSecr=648050319"
"795","14.445471","162.125.19.131","10.90.119.247","TCP","66","443  >  60651 [ACK] Seq=355 Ack=1559 Win=128 Len=0 TSval=1536095452 TSecr=648050319"
"796","14.446257","162.125.19.131","10.90.119.247","TCP","66","443  >  60651 [ACK] Seq=355 Ack=6024 Win=124 Len=0 TSval=1536095454 TSecr=648050319"
